SAMPID	SMTS	SMTSD
GTEX-1S831-0826-SM-E9TIS	Esophagus	Esophagus - Muscularis
GTEX-1S831-0926-SM-HM8UN	Esophagus	Esophagus - Mucosa
GTEX-1S831-1026-SM-EVR5C	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1S831-1126-SM-EWROI	Stomach	Stomach
GTEX-1S831-1226-SM-EVR5D	Prostate	Prostate
GTEX-1S831-1426-SM-GOQYQ	Thyroid	Thyroid
GTEX-1S831-1526-SM-HLJQS	Small Intestine	Small Intestine - Terminal Ileum
GTEX-1S831-1626-SM-GMXAT	Colon	Colon - Transverse
GTEX-1S831-1726-SM-EWROJ	Colon	Colon - Sigmoid
GTEX-1S831-1826-SM-EWROF	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1S831-1926-SM-EV79P	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1S831-2026-SM-EXOJP	Testis	Testis
GTEX-1S83E-0006-SM-DLHBW	Blood	Whole Blood
GTEX-1S83E-0008-SM-HPAF9	Skin	Cells - Cultured fibroblasts
GTEX-1S83E-0126-SM-EWRO4	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1S83E-0226-SM-EVYCW	Adipose Tissue	Adipose - Subcutaneous
GTEX-1S83E-0326-SM-EVYCX	Nerve	Nerve - Tibial
GTEX-1S83E-0426-SM-GMXCO	Blood Vessel	Artery - Tibial
GTEX-1S83E-0526-SM-HLJQ8	Lung	Lung
GTEX-1S83E-0626-SM-E9TKC	Salivary Gland	Minor Salivary Gland
GTEX-1S83E-0726-SM-EV7B6	Thyroid	Thyroid
GTEX-1S83E-0826-SM-EV7B7	Esophagus	Esophagus - Mucosa
GTEX-1S83E-1026-SM-EWRO5	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1S83E-1226-SM-HKZZT	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1S83E-1326-SM-E6CJM	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1S83E-1426-SM-EV7B8	Pancreas	Pancreas
GTEX-1S83E-1626-SM-EV7B9	Colon	Colon - Transverse
GTEX-1S83E-1726-SM-GPRY9	Colon	Colon - Sigmoid
GTEX-1S83E-1826-SM-GNTAS	Breast	Breast - Mammary Tissue
GTEX-1S83E-1926-SM-HLJQ3	Testis	Testis
GTEX-1S83E-2126-SM-EWRO6	Muscle	Muscle - Skeletal
GTEX-N7MS-0007-SM-2D7W1	Blood	Whole Blood
GTEX-N7MS-0008-SM-4E3JI	Skin	Cells - Cultured fibroblasts
GTEX-N7MS-0011-R10A-SM-2HMJK	Brain	Brain - Frontal Cortex (BA9)
GTEX-N7MS-0011-R11A-SM-2HMJS	Brain	Brain - Cerebellar Hemisphere
GTEX-N7MS-0011-R1a-SM-2HMJG	Brain	Brain - Hippocampus
GTEX-N7MS-0011-R3a-SM-33HC6	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-N7MS-0011-R5a-SM-2HMK8	Brain	Brain - Caudate (basal ganglia)
GTEX-N7MS-0011-R6a-SM-2HMJ4	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-N7MS-0011-R8a-SM-2YUMK	Brain	Brain - Hypothalamus
GTEX-N7MS-0126-SM-3TW8O	Testis	Testis
GTEX-N7MS-0225-SM-4E3HO	Skin	Skin - Sun Exposed (Lower leg)
GTEX-N7MS-0326-SM-4E3K2	Adipose Tissue	Adipose - Subcutaneous
GTEX-N7MS-0426-SM-2YUN6	Muscle	Muscle - Skeletal
GTEX-N7MS-0526-SM-4E3JP	Nerve	Nerve - Tibial
GTEX-N7MS-0626-SM-2YUN7	Blood Vessel	Artery - Tibial
GTEX-N7MS-0826-SM-2HML4	Heart	Heart - Left Ventricle
GTEX-N7MS-1126-SM-3LK5E	Esophagus	Esophagus - Muscularis
GTEX-N7MS-1225-SM-G8W6X	Esophagus	Esophagus - Mucosa
GTEX-N7MS-1526-SM-HAUZP	Kidney	Kidney - Medulla
GTEX-N7MS-1825-SM-HLJR9	Liver	Liver
GTEX-N7MS-1926-SM-HPAFN	Stomach	Stomach
GTEX-N7MS-2025-SM-GRR1O	Colon	Colon - Transverse
GTEX-N7MS-2126-SM-GRR2X	Bladder	Bladder
GTEX-N7MS-2226-SM-H6Q67	Prostate	Prostate
GTEX-N7MS-2526-SM-2D7W3	Brain	Brain - Cerebellum
GTEX-N7MS-2625-SM-G8W7L	Pituitary	Pituitary
GTEX-N7MT-0007-SM-3GACQ	Blood	Whole Blood
GTEX-N7MT-0011-R10A-SM-2I3E1	Brain	Brain - Frontal Cortex (BA9)
GTEX-N7MT-0011-R1a-SM-CNPO1	Brain	Brain - Hippocampus
GTEX-N7MT-0011-R4a-SM-2I3G9	Brain	Brain - Amygdala
GTEX-N7MT-0011-R6a-SM-2I3G3	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-N7MT-0011-R7a-SM-2I3FZ	Brain	Brain - Putamen (basal ganglia)
GTEX-N7MT-0126-SM-2D7VT	Lung	Lung
GTEX-N7MT-0326-SM-48TDP	Esophagus	Esophagus - Mucosa
GTEX-N7MT-0626-SM-GRR1Q	Colon	Colon - Transverse
GTEX-N7MT-0726-SM-3TW8S	Uterus	Uterus
GTEX-N7MT-0826-SM-EV794	Cervix Uteri	Cervix - Ectocervix
GTEX-N7MT-0926-SM-HAUYT	Cervix Uteri	Cervix - Endocervix
GTEX-N7MT-1026-SM-3TW8T	Pituitary	Pituitary
GTEX-N7MT-1126-SM-CY8G9	Brain	Brain - Cortex
GTEX-N7MT-1226-SM-DKPOK	Brain	Brain - Cerebellum
GTEX-N7MT-1326-SM-2I3FV	Heart	Heart - Left Ventricle
GTEX-N7MT-1426-SM-3LK5M	Blood Vessel	Artery - Aorta
GTEX-N7MT-1626-SM-3LK71	Pancreas	Pancreas
GTEX-N7MT-1826-SM-GQ1C9	Bladder	Bladder
GTEX-N7MT-1926-SM-3LK5N	Vagina	Vagina
GTEX-NFK9-0006-SM-3GACS	Blood	Whole Blood
GTEX-NFK9-0008-SM-4E3JE	Skin	Cells - Cultured fibroblasts
GTEX-NFK9-0326-SM-3MJGV	Adipose Tissue	Adipose - Subcutaneous
GTEX-NFK9-0426-SM-2YUNK	Nerve	Nerve - Tibial
GTEX-NFK9-0526-SM-2YUNL	Blood Vessel	Artery - Tibial
GTEX-NFK9-0626-SM-2HMIV	Muscle	Muscle - Skeletal
GTEX-NFK9-0726-SM-2HMJW	Thyroid	Thyroid
GTEX-NFK9-0926-SM-2HMJU	Heart	Heart - Left Ventricle
GTEX-NFK9-1026-SM-G8W7H	Lung	Lung
GTEX-NFK9-1126-SM-3LK78	Esophagus	Esophagus - Mucosa
GTEX-NFK9-1226-SM-3LK79	Esophagus	Esophagus - Muscularis
GTEX-NFK9-1326-SM-3LK5I	Blood Vessel	Artery - Aorta
GTEX-NFK9-1426-SM-43ISG	Spleen	Spleen
GTEX-NFK9-1526-SM-3LK7B	Stomach	Stomach
GTEX-NFK9-1626-SM-3LK5J	Pancreas	Pancreas
GTEX-NFK9-1726-SM-3TW8P	Adrenal Gland	Adrenal Gland
GTEX-NFK9-1826-SM-HL9T3	Kidney	Kidney - Cortex
GTEX-NFK9-2026-SM-3LK5K	Colon	Colon - Transverse
GTEX-NFK9-2226-SM-3MJGP	Prostate	Prostate
GTEX-NL3H-0008-SM-4E3HU	Skin	Cells - Cultured fibroblasts
GTEX-NL3H-0011-R10A-SM-2I3E9	Brain	Brain - Frontal Cortex (BA9)
GTEX-NL3H-0011-R11A-SM-2I3E6	Brain	Brain - Cerebellar Hemisphere
GTEX-NL3H-0011-R3a-SM-2I3GL	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-NL3H-0011-R5a-SM-2I3GB	Brain	Brain - Caudate (basal ganglia)
GTEX-NL3H-0011-R6a-SM-2I3G8	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-NL3H-0226-SM-HM8V2	Adipose Tissue	Adipose - Subcutaneous
GTEX-NL3H-1026-SM-HM8V3	Blood Vessel	Artery - Coronary
GTEX-NL3H-2526-SM-HM8V4	Brain	Brain - Cortex
GTEX-NL4W-0008-SM-4E3I2	Skin	Cells - Cultured fibroblasts
GTEX-NL4W-0011-R10A-SM-2I3DY	Brain	Brain - Frontal Cortex (BA9)
GTEX-NL4W-0011-R11A-SM-2I3DW	Brain	Brain - Cerebellar Hemisphere
GTEX-NL4W-0011-R4a-SM-2I5GZ	Brain	Brain - Amygdala
GTEX-NL4W-0011-R5a-SM-2I3GD	Brain	Brain - Caudate (basal ganglia)
GTEX-NL4W-0011-R6a-SM-2I3GA	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-NL4W-0011-R8a-SM-2I3G4	Brain	Brain - Hypothalamus
GTEX-NL4W-0011-R9a-SM-2I3G1	Brain	Brain - Spinal cord (cervical c-1)
GTEX-NPJ7-0006-SM-3GACR	Blood	Whole Blood
GTEX-NPJ7-0008-SM-4E3JS	Skin	Cells - Cultured fibroblasts
GTEX-NPJ7-0011-R10A-SM-2I3E5	Brain	Brain - Frontal Cortex (BA9)
GTEX-NPJ7-0011-R11A-SM-2I3E8	Brain	Brain - Cerebellar Hemisphere
GTEX-NPJ7-0011-R1a-SM-3GACT	Brain	Brain - Hippocampus
GTEX-NPJ7-0011-R2a-SM-2I3GF	Brain	Brain - Substantia nigra
GTEX-NPJ7-0011-R4a-SM-2I3GJ	Brain	Brain - Amygdala
GTEX-NPJ7-0011-R5a-SM-33HBK	Brain	Brain - Caudate (basal ganglia)
GTEX-NPJ7-0011-R6a-SM-2I3G7	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-NPJ7-0011-R7a-SM-EV79B	Brain	Brain - Putamen (basal ganglia)
GTEX-NPJ7-0011-R9a-SM-G8W5X	Brain	Brain - Spinal cord (cervical c-1)
GTEX-NPJ7-1326-SM-3MJHO	Blood Vessel	Artery - Coronary
GTEX-NPJ7-2526-SM-EV79A	Vagina	Vagina
GTEX-NPJ7-2726-SM-G8W7S	Brain	Brain - Cortex
GTEX-NPJ7-2826-SM-2I3FU	Brain	Brain - Cerebellum
GTEX-NPJ7-2926-SM-3MJGQ	Pituitary	Pituitary
GTEX-NPJ8-0007-SM-2D7VX	Blood	Whole Blood
GTEX-NPJ8-0011-R1a-SM-33HCB	Brain	Brain - Hippocampus
GTEX-NPJ8-0011-R4a-SM-2HML3	Brain	Brain - Amygdala
GTEX-NPJ8-0011-R5a-SM-2HMJY	Brain	Brain - Caudate (basal ganglia)
GTEX-NPJ8-0011-R6a-SM-2HMKB	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-NPJ8-0011-R8a-SM-2HMLG	Brain	Brain - Hypothalamus
GTEX-NPJ8-0226-SM-48TBN	Adipose Tissue	Adipose - Subcutaneous
GTEX-NPJ8-0426-SM-2HMK6	Heart	Heart - Left Ventricle
GTEX-NPJ8-0526-SM-3MJHN	Blood Vessel	Artery - Aorta
GTEX-NPJ8-0926-SM-GRR2B	Stomach	Stomach
GTEX-NPJ8-1026-SM-HAUXY	Colon	Colon - Transverse
GTEX-NPJ8-1126-SM-GNTAI	Bladder	Bladder
GTEX-NPJ8-1326-SM-3LK6B	Blood Vessel	Artery - Coronary
GTEX-NPJ8-1426-SM-3MJHR	Pituitary	Pituitary
GTEX-NPJ8-1826-SM-2YUNC	Blood Vessel	Artery - Tibial
GTEX-NPJ8-1926-SM-3MJGB	Esophagus	Esophagus - Mucosa
GTEX-NPJ8-2026-SM-3TW91	Esophagus	Esophagus - Muscularis
GTEX-NPJ8-2126-SM-3MJGK	Pancreas	Pancreas
GTEX-NPJ8-2426-SM-3MJHL	Prostate	Prostate
GTEX-O5YT-0007-SM-32PK7	Blood	Whole Blood
GTEX-O5YT-0008-SM-4E3IQ	Skin	Cells - Cultured fibroblasts
GTEX-O5YT-0126-SM-48TBW	Skin	Skin - Sun Exposed (Lower leg)
GTEX-O5YT-0326-SM-G8W7M	Heart	Heart - Left Ventricle
GTEX-O5YT-0426-SM-3MJHD	Blood Vessel	Artery - Aorta
GTEX-O5YT-0526-SM-32PK8	Lung	Lung
GTEX-O5YT-0726-SM-3MJHA	Esophagus	Esophagus - Muscularis
GTEX-O5YT-0826-SM-3TW8N	Liver	Liver
GTEX-O5YT-0926-SM-48TDG	Spleen	Spleen
GTEX-O5YT-1026-SM-3MJGF	Pancreas	Pancreas
GTEX-O5YT-1326-SM-3MJGR	Adrenal Gland	Adrenal Gland
GTEX-O5YT-1426-SM-3MJHC	Colon	Colon - Transverse
GTEX-O5YT-1526-SM-HAUYH	Stomach	Stomach
GTEX-O5YT-1626-SM-G8W7P	Muscle	Muscle - Skeletal
GTEX-O5YT-1726-SM-3NMD7	Nerve	Nerve - Tibial
GTEX-O5YT-1826-SM-32PK9	Blood Vessel	Artery - Tibial
GTEX-O5YT-1926-SM-H6Q82	Bladder	Bladder
GTEX-O5YT-2126-SM-G8W7R	Testis	Testis
GTEX-O5YT-3026-SM-GRR3F	Blood Vessel	Artery - Coronary
GTEX-O5YU-0008-SM-4E3I7	Skin	Cells - Cultured fibroblasts
GTEX-O5YU-0126-SM-G9EQW	Skin	Skin - Sun Exposed (Lower leg)
GTEX-O5YU-0226-SM-GNIMY	Adipose Tissue	Adipose - Subcutaneous
GTEX-O5YU-0526-SM-HK78Z	Lung	Lung
GTEX-O5YU-0626-SM-GNTCS	Blood Vessel	Artery - Aorta
GTEX-O5YU-0726-SM-G9EQX	Blood Vessel	Artery - Coronary
GTEX-O5YU-0826-SM-GPI7Z	Nerve	Nerve - Tibial
GTEX-O5YU-0926-SM-GNIMZ	Blood Vessel	Artery - Tibial
GTEX-O5YU-1026-SM-H6Q7G	Muscle	Muscle - Skeletal
GTEX-O5YU-1726-SM-HK7A4	Esophagus	Esophagus - Mucosa
GTEX-O5YU-2026-SM-HM8UR	Colon	Colon - Transverse
GTEX-O5YV-0008-SM-4E3HP	Skin	Cells - Cultured fibroblasts
GTEX-O5YV-0126-SM-HM8V5	Skin	Skin - Sun Exposed (Lower leg)
GTEX-O5YV-0226-SM-48TBY	Adipose Tissue	Adipose - Subcutaneous
GTEX-O5YV-0326-SM-2I5H2	Heart	Heart - Left Ventricle
GTEX-O5YV-0426-SM-3LK66	Blood Vessel	Artery - Coronary
GTEX-O5YV-0526-SM-2I5GE	Lung	Lung
GTEX-O5YV-0626-SM-3LK64	Blood Vessel	Artery - Aorta
GTEX-O5YV-0726-SM-EV798	Liver	Liver
GTEX-O5YV-0826-SM-HM8V9	Spleen	Spleen
GTEX-O5YV-0926-SM-HM8V6	Esophagus	Esophagus - Muscularis
GTEX-O5YV-1026-SM-3LK72	Esophagus	Esophagus - Mucosa
GTEX-O5YV-1126-SM-3LK73	Adrenal Gland	Adrenal Gland
GTEX-O5YV-1226-SM-EV795	Kidney	Kidney - Cortex
GTEX-O5YV-1526-SM-EV799	Thyroid	Thyroid
GTEX-O5YV-1626-SM-2YUNJ	Blood Vessel	Artery - Tibial
GTEX-O5YV-1826-SM-2YUNI	Nerve	Nerve - Tibial
GTEX-O5YV-1926-SM-EV797	Stomach	Stomach
GTEX-O5YV-2026-SM-2D7VS	Muscle	Muscle - Skeletal
GTEX-O5YV-2226-SM-HM8V7	Vagina	Vagina
GTEX-O5YW-0006-SM-3LK6E	Blood	Whole Blood
GTEX-O5YW-0008-SM-4E3IE	Skin	Cells - Cultured fibroblasts
GTEX-O5YW-0126-SM-3LK6D	Skin	Skin - Sun Exposed (Lower leg)
GTEX-O5YW-0326-SM-2I5EI	Heart	Heart - Left Ventricle
GTEX-O5YW-0426-SM-3MJHJ	Blood Vessel	Artery - Aorta
GTEX-O5YW-0526-SM-2YUMX	Lung	Lung
GTEX-O5YW-0826-SM-HK7A3	Liver	Liver
GTEX-O5YW-0926-SM-HK7A1	Spleen	Spleen
GTEX-O5YW-1426-SM-3MJHF	Colon	Colon - Transverse
GTEX-O5YW-1526-SM-3MJGL	Stomach	Stomach
GTEX-O5YW-3026-SM-3MJHI	Blood Vessel	Artery - Coronary
GTEX-OHPK-0006-SM-2HMKH	Blood	Whole Blood
GTEX-OHPK-0008-SM-4E3JL	Skin	Cells - Cultured fibroblasts
GTEX-OHPK-0126-SM-HM8V8	Skin	Skin - Sun Exposed (Lower leg)
GTEX-OHPK-0226-SM-3MJH6	Adipose Tissue	Adipose - Subcutaneous
GTEX-OHPK-0326-SM-2HMJO	Heart	Heart - Left Ventricle
GTEX-OHPK-0426-SM-3MJH3	Blood Vessel	Artery - Aorta
GTEX-OHPK-0626-SM-GRR2Y	Esophagus	Esophagus - Muscularis
GTEX-OHPK-1326-SM-3MJGN	Adrenal Gland	Adrenal Gland
GTEX-OHPK-1426-SM-HLJRY	Colon	Colon - Transverse
GTEX-OHPK-1526-SM-3MJGM	Stomach	Stomach
GTEX-OHPK-1626-SM-2YUN3	Muscle	Muscle - Skeletal
GTEX-OHPK-1726-SM-48TC4	Nerve	Nerve - Tibial
GTEX-OHPK-1826-SM-2YUMR	Blood Vessel	Artery - Tibial
GTEX-OHPK-1926-SM-H7OF2	Bladder	Bladder
GTEX-OHPK-2026-SM-3MJH7	Uterus	Uterus
GTEX-OHPK-2226-SM-HL9TP	Cervix Uteri	Cervix - Endocervix
GTEX-OHPK-2326-SM-3MJH2	Fallopian Tube	Fallopian Tube
GTEX-OHPK-2426-SM-3MJGH	Ovary	Ovary
GTEX-OHPK-2526-SM-3MJH9	Vagina	Vagina
GTEX-OHPK-2626-SM-2HMK9	Thyroid	Thyroid
GTEX-OHPK-3026-SM-GRR1M	Blood Vessel	Artery - Coronary
GTEX-OHPL-0006-SM-3MJHB	Blood	Whole Blood
GTEX-OHPL-0008-SM-4E3I9	Skin	Cells - Cultured fibroblasts
GTEX-OHPL-0326-SM-33HC8	Heart	Heart - Left Ventricle
GTEX-OHPL-0426-SM-3TW8X	Blood Vessel	Artery - Aorta
GTEX-OHPL-0526-SM-3NM8U	Lung	Lung
GTEX-OHPL-0926-SM-G9ER4	Spleen	Spleen
GTEX-OHPL-1026-SM-3MJGI	Pancreas	Pancreas
GTEX-OHPL-1326-SM-3MJGG	Adrenal Gland	Adrenal Gland
GTEX-OHPL-1426-SM-G9ER7	Colon	Colon - Transverse
GTEX-OHPL-1526-SM-HPAFO	Stomach	Stomach
GTEX-OHPL-1626-SM-2HMIR	Muscle	Muscle - Skeletal
GTEX-OHPL-1826-SM-2YUN8	Blood Vessel	Artery - Tibial
GTEX-OHPL-1926-SM-HAV18	Bladder	Bladder
GTEX-OHPL-2026-SM-3TW8R	Uterus	Uterus
GTEX-OHPL-2126-SM-GPRYM	Cervix Uteri	Cervix - Ectocervix
GTEX-OHPL-2226-SM-G9ER8	Cervix Uteri	Cervix - Endocervix
GTEX-OHPL-2326-SM-HL9TT	Fallopian Tube	Fallopian Tube
GTEX-OHPL-2426-SM-48TDN	Ovary	Ovary
GTEX-OHPL-2526-SM-3MJGT	Vagina	Vagina
GTEX-OHPL-3026-SM-3MJGS	Blood Vessel	Artery - Coronary
GTEX-OHPM-0006-SM-2HMKU	Blood	Whole Blood
GTEX-OHPM-0008-SM-4E3IP	Skin	Cells - Cultured fibroblasts
GTEX-OHPM-0126-SM-2YUN9	Skin	Skin - Sun Exposed (Lower leg)
GTEX-OHPM-0226-SM-3LK61	Adipose Tissue	Adipose - Subcutaneous
GTEX-OHPM-0426-SM-3TW8V	Blood Vessel	Artery - Aorta
GTEX-OHPM-0526-SM-2YUMJ	Lung	Lung
GTEX-OHPM-0626-SM-HM8UH	Esophagus	Esophagus - Mucosa
GTEX-OHPM-0726-SM-3LK7A	Esophagus	Esophagus - Muscularis
GTEX-OHPM-0826-SM-HLJRC	Liver	Liver
GTEX-OHPM-1026-SM-3LK74	Pancreas	Pancreas
GTEX-OHPM-1326-SM-HLJRB	Adrenal Gland	Adrenal Gland
GTEX-OHPM-1426-SM-3TW8Y	Colon	Colon - Transverse
GTEX-OHPM-1526-SM-EV796	Stomach	Stomach
GTEX-OHPM-1826-SM-2YUNF	Blood Vessel	Artery - Tibial
GTEX-OHPM-1926-SM-H7OG1	Bladder	Bladder
GTEX-OHPM-2126-SM-3LK75	Testis	Testis
GTEX-OHPM-2626-SM-33HC5	Thyroid	Thyroid
GTEX-OHPM-3026-SM-GPRW3	Blood Vessel	Artery - Coronary
GTEX-OHPN-0008-SM-4E3HW	Skin	Cells - Cultured fibroblasts
GTEX-OHPN-0011-R11A-SM-2I5FM	Brain	Brain - Cerebellar Hemisphere
GTEX-OHPN-0011-R1A-SM-2I5GB	Brain	Brain - Hippocampus
GTEX-OHPN-0011-R2A-SM-2I5FB	Brain	Brain - Substantia nigra
GTEX-OHPN-0011-R4A-SM-2I5FD	Brain	Brain - Amygdala
GTEX-OHPN-0011-R6A-SM-2I5FH	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-OHPN-0011-R9A-SM-5TDEJ	Brain	Brain - Spinal cord (cervical c-1)
GTEX-OHPN-0226-SM-48TBV	Adipose Tissue	Adipose - Subcutaneous
GTEX-OHPN-0426-SM-E9TI6	Blood Vessel	Artery - Coronary
GTEX-OHPN-1026-SM-E9TI8	Esophagus	Esophagus - Mucosa
GTEX-OHPN-1626-SM-GNTBJ	Ovary	Ovary
GTEX-OHPN-1926-SM-E9TI9	Uterus	Uterus
GTEX-OHPN-2026-SM-E9TIA	Stomach	Stomach
GTEX-OHPN-2226-SM-E9TI7	Cervix Uteri	Cervix - Endocervix
GTEX-OHPN-2426-SM-E9TI5	Vagina	Vagina
GTEX-OHPN-2526-SM-2I5H3	Brain	Brain - Cortex
GTEX-OHPN-2626-SM-2I5H1	Brain	Brain - Cerebellum
GTEX-OHPN-2726-SM-2I5H4	Muscle	Muscle - Skeletal
GTEX-OHPN-2826-SM-3LK67	Blood Vessel	Artery - Tibial
GTEX-OHPN-2926-SM-3LK65	Nerve	Nerve - Tibial
GTEX-OIZF-0006-SM-2I5GQ	Blood	Whole Blood
GTEX-OIZF-0126-SM-7SB8I	Skin	Skin - Sun Exposed (Lower leg)
GTEX-OIZF-0226-SM-E9TI3	Adipose Tissue	Adipose - Subcutaneous
GTEX-OIZF-0326-SM-3MJGY	Heart	Heart - Left Ventricle
GTEX-OIZF-0426-SM-7PBZP	Blood Vessel	Artery - Aorta
GTEX-OIZF-0526-SM-7MXVM	Lung	Lung
GTEX-OIZF-0626-SM-7MKHG	Esophagus	Esophagus - Mucosa
GTEX-OIZF-0726-SM-7PC15	Esophagus	Esophagus - Muscularis
GTEX-OIZF-0826-SM-7MKH9	Liver	Liver
GTEX-OIZF-0926-SM-7MKH7	Spleen	Spleen
GTEX-OIZF-1326-SM-3MJGU	Adrenal Gland	Adrenal Gland
GTEX-OIZF-1426-SM-2HML2	Colon	Colon - Transverse
GTEX-OIZF-1526-SM-2I5GR	Stomach	Stomach
GTEX-OIZF-1626-SM-2YUNE	Muscle	Muscle - Skeletal
GTEX-OIZF-1726-SM-7PC3H	Nerve	Nerve - Tibial
GTEX-OIZF-1826-SM-2YUNO	Blood Vessel	Artery - Tibial
GTEX-OIZF-1926-SM-7PBZS	Bladder	Bladder
GTEX-OIZF-2026-SM-3MJH1	Prostate	Prostate
GTEX-OIZF-2126-SM-7P8R2	Testis	Testis
GTEX-OIZF-2626-SM-7P8QZ	Thyroid	Thyroid
GTEX-OIZF-3026-SM-7PC3D	Blood Vessel	Artery - Coronary
GTEX-OIZG-0008-SM-4E3J2	Skin	Cells - Cultured fibroblasts
GTEX-OIZG-0126-SM-E9TI2	Testis	Testis
GTEX-OIZG-0426-SM-3LK5W	Blood Vessel	Artery - Aorta
GTEX-OIZG-0526-SM-G8W7J	Lung	Lung
GTEX-OIZG-0626-SM-GNTBI	Blood Vessel	Artery - Coronary
GTEX-OIZG-0726-SM-33HBL	Skin	Skin - Sun Exposed (Lower leg)
GTEX-OIZG-0826-SM-E9TI4	Adipose Tissue	Adipose - Subcutaneous
GTEX-OIZG-0926-SM-3LK5Y	Esophagus	Esophagus - Muscularis
GTEX-OIZG-1026-SM-3LK5X	Esophagus	Esophagus - Mucosa
GTEX-OIZG-1126-SM-2HMIU	Heart	Heart - Left Ventricle
GTEX-OIZG-1326-SM-2HMIQ	Muscle	Muscle - Skeletal
GTEX-OIZG-1426-SM-E6CHG	Nerve	Nerve - Tibial
GTEX-OIZG-1526-SM-G8W64	Blood Vessel	Artery - Tibial
GTEX-OIZG-1926-SM-HLJSE	Colon	Colon - Transverse
GTEX-OIZH-0126-SM-2HMIS	Skin	Skin - Sun Exposed (Lower leg)
GTEX-OIZH-0226-SM-2YUMH	Adipose Tissue	Adipose - Subcutaneous
GTEX-OIZH-0526-SM-2HMKV	Lung	Lung
GTEX-OIZH-0626-SM-3NB1L	Esophagus	Esophagus - Mucosa
GTEX-OIZH-0726-SM-3NB1I	Esophagus	Esophagus - Muscularis
GTEX-OIZH-0926-SM-48TBR	Spleen	Spleen
GTEX-OIZH-1326-SM-3NB1H	Adrenal Gland	Adrenal Gland
GTEX-OIZH-1426-SM-3NB1O	Colon	Colon - Transverse
GTEX-OIZH-1526-SM-3NB1J	Stomach	Stomach
GTEX-OIZH-1626-SM-2HMKI	Muscle	Muscle - Skeletal
GTEX-OIZH-1826-SM-2YUNP	Blood Vessel	Artery - Tibial
GTEX-OIZH-1926-SM-GPRXO	Bladder	Bladder
GTEX-OIZH-2026-SM-3NB1M	Prostate	Prostate
GTEX-OIZH-2126-SM-3NB1P	Testis	Testis
GTEX-OIZH-3026-SM-3NB1G	Blood Vessel	Artery - Coronary
GTEX-OIZI-0008-SM-2XCFD	Skin	Cells - Cultured fibroblasts
GTEX-OIZI-0126-SM-3NB13	Testis	Testis
GTEX-OIZI-0226-SM-2XCEE	Adipose Tissue	Adipose - Subcutaneous
GTEX-OIZI-0426-SM-2XCEF	Nerve	Nerve - Tibial
GTEX-OIZI-0526-SM-2XCEG	Blood Vessel	Artery - Tibial
GTEX-OIZI-0626-SM-2XCEH	Muscle	Muscle - Skeletal
GTEX-OIZI-0726-SM-2XCEI	Thyroid	Thyroid
GTEX-OIZI-0826-SM-GPRW5	Blood Vessel	Artery - Coronary
GTEX-OIZI-0926-SM-E6CHF	Heart	Heart - Left Ventricle
GTEX-OIZI-1026-SM-3NB1K	Lung	Lung
GTEX-OIZI-1126-SM-3NB1F	Blood Vessel	Artery - Aorta
GTEX-OIZI-1326-SM-3NB1B	Esophagus	Esophagus - Muscularis
GTEX-OIZI-1426-SM-3NB1T	Esophagus	Esophagus - Mucosa
GTEX-OIZI-1526-SM-E6CHI	Pancreas	Pancreas
GTEX-OIZI-1626-SM-HPAFJ	Stomach	Stomach
GTEX-OIZI-1726-SM-H6Q71	Colon	Colon - Transverse
GTEX-OIZI-1926-SM-H7OGY	Bladder	Bladder
GTEX-OOBJ-0006-SM-2I3F4	Blood	Whole Blood
GTEX-OOBJ-0008-SM-3NB26	Skin	Cells - Cultured fibroblasts
GTEX-OOBJ-0126-SM-E6CJW	Skin	Skin - Sun Exposed (Lower leg)
GTEX-OOBJ-0226-SM-2YUMM	Adipose Tissue	Adipose - Subcutaneous
GTEX-OOBJ-0326-SM-G9ERB	Heart	Heart - Left Ventricle
GTEX-OOBJ-0426-SM-3NB1S	Blood Vessel	Artery - Aorta
GTEX-OOBJ-0526-SM-48TDK	Lung	Lung
GTEX-OOBJ-0626-SM-G9ERD	Esophagus	Esophagus - Mucosa
GTEX-OOBJ-0726-SM-GRR3N	Esophagus	Esophagus - Muscularis
GTEX-OOBJ-0826-SM-3NB2K	Liver	Liver
GTEX-OOBJ-0926-SM-48TDO	Spleen	Spleen
GTEX-OOBJ-1026-SM-3NB2L	Pancreas	Pancreas
GTEX-OOBJ-1426-SM-E6CHH	Colon	Colon - Transverse
