Rab_Gene	Hum_Gene
ENSOCUG00000007081	ENSG00000145088
ENSOCUG00000007084	ENSG00000090539
ENSOCUG00000007086	ENSG00000157404
ENSOCUG00000007088	ENSG00000152484
ENSOCUG00000007089	ENSG00000145632
ENSOCUG00000007090	ENSG00000128245
ENSOCUG00000007091	ENSG00000028839
ENSOCUG00000007093	ENSG00000205339
ENSOCUG00000007094	ENSG00000165792
ENSOCUG00000007095	ENSG00000146411
ENSOCUG00000007100	ENSG00000147364
ENSOCUG00000007102	ENSG00000179636
ENSOCUG00000007103	ENSG00000122674
ENSOCUG00000007103	ENSG00000146574
ENSOCUG00000007108	ENSG00000185274
ENSOCUG00000007109	ENSG00000147202
ENSOCUG00000007119	ENSG00000117834
ENSOCUG00000007121	ENSG00000185883
ENSOCUG00000007124	ENSG00000112742
ENSOCUG00000007130	ENSG00000148339
ENSOCUG00000007132	ENSG00000166377
ENSOCUG00000007133	ENSG00000203877
ENSOCUG00000007136	ENSG00000106991
ENSOCUG00000007137	ENSG00000065615
ENSOCUG00000007138	ENSG00000130713
ENSOCUG00000007140	ENSG00000097007
ENSOCUG00000007141	ENSG00000104365
ENSOCUG00000007145	ENSG00000100578
ENSOCUG00000007150	ENSG00000119541
ENSOCUG00000007151	ENSG00000156042
ENSOCUG00000007153	ENSG00000100884
ENSOCUG00000007155	ENSG00000285708
ENSOCUG00000007156	ENSG00000160803
ENSOCUG00000007161	ENSG00000132792
ENSOCUG00000007168	ENSG00000196655
ENSOCUG00000007170	ENSG00000100053
ENSOCUG00000007171	ENSG00000132821
ENSOCUG00000007174	ENSG00000182568
ENSOCUG00000007177	ENSG00000012504
ENSOCUG00000007182	ENSG00000139354
ENSOCUG00000007187	ENSG00000169047
ENSOCUG00000007189	ENSG00000179284
ENSOCUG00000007192	ENSG00000121903
ENSOCUG00000007193	ENSG00000081014
ENSOCUG00000007194	ENSG00000121904
ENSOCUG00000007198	ENSG00000124486
ENSOCUG00000007200	ENSG00000139579
ENSOCUG00000007201	ENSG00000134758
ENSOCUG00000007208	ENSG00000178860
ENSOCUG00000007210	ENSG00000130363
ENSOCUG00000007211	ENSG00000272636
ENSOCUG00000007212	ENSG00000135469
ENSOCUG00000007214	ENSG00000198270
ENSOCUG00000007217	ENSG00000152133
ENSOCUG00000007223	ENSG00000055332
ENSOCUG00000007224	ENSG00000144785
ENSOCUG00000007224	ENSG00000257727
ENSOCUG00000007225	ENSG00000143320
ENSOCUG00000007226	ENSG00000111300
ENSOCUG00000007230	ENSG00000115816
ENSOCUG00000007231	ENSG00000164035
ENSOCUG00000007232	ENSG00000170509
ENSOCUG00000007234	ENSG00000069248
ENSOCUG00000007235	ENSG00000107614
ENSOCUG00000007237	ENSG00000198189
ENSOCUG00000007240	ENSG00000148488
ENSOCUG00000007242	ENSG00000135776
ENSOCUG00000007244	ENSG00000181191
ENSOCUG00000007245	ENSG00000124523
ENSOCUG00000007246	ENSG00000090932
ENSOCUG00000007250	ENSG00000130638
ENSOCUG00000007255	ENSG00000010017
ENSOCUG00000007261	ENSG00000050393
ENSOCUG00000007262	ENSG00000151917
ENSOCUG00000007263	ENSG00000163606
ENSOCUG00000007263	ENSG00000206531
ENSOCUG00000007265	ENSG00000095970
ENSOCUG00000007266	ENSG00000144285
ENSOCUG00000007268	ENSG00000112195
ENSOCUG00000007271	ENSG00000171772
ENSOCUG00000007272	ENSG00000165813
ENSOCUG00000007273	ENSG00000083635
ENSOCUG00000007274	ENSG00000122779
ENSOCUG00000007278	ENSG00000215910
ENSOCUG00000007279	ENSG00000088926
ENSOCUG00000007281	ENSG00000138622
ENSOCUG00000007283	ENSG00000144468
ENSOCUG00000007286	ENSG00000081052
ENSOCUG00000007287	ENSG00000131375
ENSOCUG00000007288	ENSG00000102910
ENSOCUG00000007293	ENSG00000166855
ENSOCUG00000007297	ENSG00000130396
ENSOCUG00000007298	ENSG00000011021
ENSOCUG00000007299	ENSG00000113391
ENSOCUG00000007304	ENSG00000187735
ENSOCUG00000007306	ENSG00000138617
ENSOCUG00000007309	ENSG00000030419
ENSOCUG00000007310	ENSG00000177192
ENSOCUG00000007311	ENSG00000175206
ENSOCUG00000007313	ENSG00000182158
ENSOCUG00000007315	ENSG00000170632
ENSOCUG00000007316	ENSG00000119318
ENSOCUG00000007319	ENSG00000116157
ENSOCUG00000007323	ENSG00000110025
ENSOCUG00000007327	ENSG00000108797
ENSOCUG00000007328	ENSG00000185015
ENSOCUG00000007335	ENSG00000122254
ENSOCUG00000007336	ENSG00000125827
ENSOCUG00000007339	ENSG00000182621
ENSOCUG00000007340	ENSG00000121853
ENSOCUG00000007342	ENSG00000175065
ENSOCUG00000007351	ENSG00000102098
ENSOCUG00000007353	ENSG00000102934
ENSOCUG00000007354	ENSG00000086758
ENSOCUG00000007355	ENSG00000046604
ENSOCUG00000007358	ENSG00000134602
ENSOCUG00000007361	ENSG00000151348
ENSOCUG00000007362	ENSG00000154229
ENSOCUG00000007364	ENSG00000164659
ENSOCUG00000007365	ENSG00000170745
ENSOCUG00000007366	ENSG00000111405
ENSOCUG00000007371	ENSG00000186501
ENSOCUG00000007372	ENSG00000065802
ENSOCUG00000007373	ENSG00000166986
ENSOCUG00000007374	ENSG00000075673
ENSOCUG00000007379	ENSG00000139620
ENSOCUG00000007381	ENSG00000079482
ENSOCUG00000007383	ENSG00000129315
ENSOCUG00000007385	ENSG00000153094
ENSOCUG00000007388	ENSG00000028116
ENSOCUG00000007394	ENSG00000174233
ENSOCUG00000007398	ENSG00000117505
ENSOCUG00000007401	ENSG00000167535
ENSOCUG00000007415	ENSG00000141551
ENSOCUG00000007418	ENSG00000067992
ENSOCUG00000007422	ENSG00000164532
ENSOCUG00000007428	ENSG00000143376
ENSOCUG00000007430	ENSG00000148090
ENSOCUG00000007432	ENSG00000076555
ENSOCUG00000007434	ENSG00000008438
ENSOCUG00000007436	ENSG00000086827
ENSOCUG00000007437	ENSG00000174282
ENSOCUG00000007439	ENSG00000136159
ENSOCUG00000007440	ENSG00000156886
ENSOCUG00000007441	ENSG00000048028
ENSOCUG00000007443	ENSG00000131242
ENSOCUG00000007445	ENSG00000205186
ENSOCUG00000007450	ENSG00000156885
ENSOCUG00000007452	ENSG00000069974
ENSOCUG00000007463	ENSG00000181982
ENSOCUG00000007465	ENSG00000120699
ENSOCUG00000007468	ENSG00000260916
ENSOCUG00000007470	ENSG00000109906
ENSOCUG00000007471	ENSG00000156885
ENSOCUG00000007477	ENSG00000198700
ENSOCUG00000007479	ENSG00000172572
ENSOCUG00000007485	ENSG00000005194
ENSOCUG00000007488	ENSG00000099994
ENSOCUG00000007489	ENSG00000198892
ENSOCUG00000007492	ENSG00000163431
ENSOCUG00000007496	ENSG00000157837
ENSOCUG00000007498	ENSG00000134375
ENSOCUG00000007499	ENSG00000113368
ENSOCUG00000007500	ENSG00000113716
ENSOCUG00000007503	ENSG00000137757
ENSOCUG00000007503	ENSG00000196954
ENSOCUG00000007504	ENSG00000165633
ENSOCUG00000007506	ENSG00000173926
ENSOCUG00000007507	ENSG00000144741
ENSOCUG00000007510	ENSG00000144749
ENSOCUG00000007513	ENSG00000074696
ENSOCUG00000007514	ENSG00000147570
ENSOCUG00000007516	ENSG00000170525
ENSOCUG00000007517	ENSG00000157330
ENSOCUG00000007519	ENSG00000134058
ENSOCUG00000007520	ENSG00000138614
ENSOCUG00000007521	ENSG00000088448
ENSOCUG00000007525	ENSG00000163424
ENSOCUG00000007525	ENSG00000251012
ENSOCUG00000007527	ENSG00000183323
ENSOCUG00000007530	ENSG00000084652
ENSOCUG00000007531	ENSG00000185246
ENSOCUG00000007534	ENSG00000147677
ENSOCUG00000007535	ENSG00000100442
ENSOCUG00000007536	ENSG00000167526
ENSOCUG00000007538	ENSG00000198183
ENSOCUG00000007541	ENSG00000147679
ENSOCUG00000007543	ENSG00000188130
ENSOCUG00000007545	ENSG00000106123
ENSOCUG00000007551	ENSG00000165125
ENSOCUG00000007555	ENSG00000161031
ENSOCUG00000007558	ENSG00000196700
ENSOCUG00000007559	ENSG00000127412
ENSOCUG00000007560	ENSG00000146021
ENSOCUG00000007562	ENSG00000169627
ENSOCUG00000007562	ENSG00000183336
ENSOCUG00000007566	ENSG00000143632
ENSOCUG00000007568	ENSG00000196505
ENSOCUG00000007569	ENSG00000197993
ENSOCUG00000007572	ENSG00000065183
ENSOCUG00000007574	ENSG00000169035
ENSOCUG00000007579	ENSG00000085224
ENSOCUG00000007580	ENSG00000137502
ENSOCUG00000007585	ENSG00000134884
ENSOCUG00000007591	ENSG00000119820
ENSOCUG00000007597	ENSG00000166833
ENSOCUG00000007599	ENSG00000148200
ENSOCUG00000007601	ENSG00000152601
ENSOCUG00000007603	ENSG00000182022
ENSOCUG00000007604	ENSG00000165566
ENSOCUG00000007606	ENSG00000108984
ENSOCUG00000007607	ENSG00000101347
ENSOCUG00000007609	ENSG00000185630
ENSOCUG00000007612	ENSG00000206557
ENSOCUG00000007615	ENSG00000109851
ENSOCUG00000007616	ENSG00000218336
ENSOCUG00000007620	ENSG00000003137
ENSOCUG00000007621	ENSG00000021300
ENSOCUG00000007622	ENSG00000205336
ENSOCUG00000007623	ENSG00000144867
ENSOCUG00000007624	ENSG00000126583
ENSOCUG00000007628	ENSG00000099992
ENSOCUG00000007628	ENSG00000248751
ENSOCUG00000007630	ENSG00000105605
ENSOCUG00000007631	ENSG00000150625
ENSOCUG00000007633	ENSG00000099995
ENSOCUG00000007635	ENSG00000064300
ENSOCUG00000007642	ENSG00000155792
ENSOCUG00000007643	ENSG00000163293
ENSOCUG00000007648	ENSG00000074966
ENSOCUG00000007649	ENSG00000128833
ENSOCUG00000007650	ENSG00000062598
ENSOCUG00000007654	ENSG00000121774
ENSOCUG00000007655	ENSG00000162627
ENSOCUG00000007656	ENSG00000135605
ENSOCUG00000007657	ENSG00000174132
ENSOCUG00000007659	ENSG00000121775
ENSOCUG00000007665	ENSG00000084072
ENSOCUG00000007675	ENSG00000166342
ENSOCUG00000007683	ENSG00000136828
ENSOCUG00000007685	ENSG00000136859
ENSOCUG00000007690	ENSG00000178199
ENSOCUG00000007691	ENSG00000088038
ENSOCUG00000007692	ENSG00000104369
ENSOCUG00000007694	ENSG00000143786
ENSOCUG00000007696	ENSG00000131013
ENSOCUG00000007703	ENSG00000100647
ENSOCUG00000007706	ENSG00000164049
ENSOCUG00000007709	ENSG00000128581
ENSOCUG00000007710	ENSG00000080293
ENSOCUG00000007715	ENSG00000130803
ENSOCUG00000007716	ENSG00000162843
ENSOCUG00000007718	ENSG00000259431
ENSOCUG00000007719	ENSG00000152270
ENSOCUG00000007720	ENSG00000103485
ENSOCUG00000007721	ENSG00000008128
ENSOCUG00000007721	ENSG00000248333
ENSOCUG00000007723	ENSG00000158092
ENSOCUG00000007724	ENSG00000130649
ENSOCUG00000007725	ENSG00000185900
ENSOCUG00000007726	ENSG00000144057
ENSOCUG00000007729	ENSG00000103018
ENSOCUG00000007730	ENSG00000159166
ENSOCUG00000007731	ENSG00000121440
ENSOCUG00000007732	ENSG00000112033
ENSOCUG00000007737	ENSG00000138395
ENSOCUG00000007739	ENSG00000072803
ENSOCUG00000007741	ENSG00000170275
ENSOCUG00000007742	ENSG00000012124
ENSOCUG00000007744	ENSG00000044115
ENSOCUG00000007750	ENSG00000076928
ENSOCUG00000007752	ENSG00000120725
ENSOCUG00000007753	ENSG00000154096
ENSOCUG00000007754	ENSG00000118200
ENSOCUG00000007757	ENSG00000106689
ENSOCUG00000007758	ENSG00000148019
ENSOCUG00000007762	ENSG00000163554
ENSOCUG00000007763	ENSG00000153956
ENSOCUG00000007764	ENSG00000087095
ENSOCUG00000007765	ENSG00000135069
ENSOCUG00000007767	ENSG00000110911
ENSOCUG00000007768	ENSG00000137252
ENSOCUG00000007770	ENSG00000156345
ENSOCUG00000007776	ENSG00000155229
ENSOCUG00000007777	ENSG00000181045
ENSOCUG00000007779	ENSG00000156256
ENSOCUG00000007781	ENSG00000004142
ENSOCUG00000007785	ENSG00000180398
ENSOCUG00000007787	ENSG00000176422
ENSOCUG00000007788	ENSG00000068724
ENSOCUG00000007789	ENSG00000165886
ENSOCUG00000007792	ENSG00000004139
ENSOCUG00000007796	ENSG00000138653
ENSOCUG00000007797	ENSG00000110148
ENSOCUG00000007798	ENSG00000076351
ENSOCUG00000007802	ENSG00000153113
ENSOCUG00000007804	ENSG00000188778
ENSOCUG00000007804	ENSG00000285880
ENSOCUG00000007805	ENSG00000153975
ENSOCUG00000007807	ENSG00000166454
ENSOCUG00000007808	ENSG00000170955
ENSOCUG00000007809	ENSG00000116459
ENSOCUG00000007812	ENSG00000196911
ENSOCUG00000007819	ENSG00000156875
ENSOCUG00000007819	ENSG00000283761
ENSOCUG00000007820	ENSG00000164307
ENSOCUG00000007821	ENSG00000119986
ENSOCUG00000007823	ENSG00000163082
ENSOCUG00000007827	ENSG00000156876
ENSOCUG00000007828	ENSG00000116120
ENSOCUG00000007829	ENSG00000101194
ENSOCUG00000007835	ENSG00000092108
ENSOCUG00000007836	ENSG00000157625
ENSOCUG00000007837	ENSG00000122477
ENSOCUG00000007839	ENSG00000134352
ENSOCUG00000007841	ENSG00000117593
ENSOCUG00000007842	ENSG00000137944
ENSOCUG00000007844	ENSG00000115904
ENSOCUG00000007845	ENSG00000123815
ENSOCUG00000007848	ENSG00000136931
ENSOCUG00000007866	ENSG00000160211
ENSOCUG00000007868	ENSG00000177034
ENSOCUG00000007879	ENSG00000204469
ENSOCUG00000007880	ENSG00000136783
ENSOCUG00000007882	ENSG00000175193
ENSOCUG00000007882	ENSG00000283765
ENSOCUG00000007884	ENSG00000072518
ENSOCUG00000007885	ENSG00000169282
ENSOCUG00000007888	ENSG00000268089
ENSOCUG00000007892	ENSG00000112234
ENSOCUG00000007893	ENSG00000119927
ENSOCUG00000007894	ENSG00000162928
ENSOCUG00000007897	ENSG00000147400
ENSOCUG00000007898	ENSG00000114850
ENSOCUG00000007900	ENSG00000167771
ENSOCUG00000007903	ENSG00000119913
ENSOCUG00000007904	ENSG00000162104
ENSOCUG00000007906	ENSG00000132185
ENSOCUG00000007907	ENSG00000145247
ENSOCUG00000007908	ENSG00000101746
ENSOCUG00000007909	ENSG00000204463
ENSOCUG00000007913	ENSG00000106479
ENSOCUG00000007914	ENSG00000162746
ENSOCUG00000007918	ENSG00000037474
ENSOCUG00000007922	ENSG00000113532
ENSOCUG00000007929	ENSG00000166888
ENSOCUG00000007930	ENSG00000118217
ENSOCUG00000007932	ENSG00000197343
ENSOCUG00000007934	ENSG00000151882
ENSOCUG00000007935	ENSG00000137142
ENSOCUG00000007938	ENSG00000184254
ENSOCUG00000007941	ENSG00000156738
ENSOCUG00000007943	ENSG00000106538
ENSOCUG00000007947	ENSG00000071203
ENSOCUG00000007948	ENSG00000131711
ENSOCUG00000007950	ENSG00000137449
ENSOCUG00000007953	ENSG00000174485
ENSOCUG00000007955	ENSG00000187079
ENSOCUG00000007959	ENSG00000116117
ENSOCUG00000007960	ENSG00000083444
ENSOCUG00000007961	ENSG00000113048
ENSOCUG00000007962	ENSG00000141570
ENSOCUG00000007963	ENSG00000135974
ENSOCUG00000007964	ENSG00000136111
ENSOCUG00000007967	ENSG00000115641
ENSOCUG00000007968	ENSG00000179456
ENSOCUG00000007972	ENSG00000116688
ENSOCUG00000007973	ENSG00000008018
ENSOCUG00000007975	ENSG00000196453
ENSOCUG00000007980	ENSG00000204396
ENSOCUG00000007983	ENSG00000114854
ENSOCUG00000007985	ENSG00000113739
ENSOCUG00000007986	ENSG00000145321
ENSOCUG00000007987	ENSG00000010322
ENSOCUG00000007989	ENSG00000163071
ENSOCUG00000007990	ENSG00000070882
ENSOCUG00000007993	ENSG00000168826
ENSOCUG00000007997	ENSG00000197417
ENSOCUG00000007997	ENSG00000262304
ENSOCUG00000007998	ENSG00000198839
ENSOCUG00000007999	ENSG00000120129
ENSOCUG00000008000	ENSG00000123810
ENSOCUG00000008001	ENSG00000017483
ENSOCUG00000008002	ENSG00000040531
ENSOCUG00000008003	ENSG00000117139
ENSOCUG00000008004	ENSG00000110435
ENSOCUG00000008005	ENSG00000007944
ENSOCUG00000008009	ENSG00000068438
ENSOCUG00000008010	ENSG00000083454
ENSOCUG00000008010	ENSG00000257950
ENSOCUG00000008019	ENSG00000121361
ENSOCUG00000008020	ENSG00000158161
ENSOCUG00000008023	ENSG00000069431
ENSOCUG00000008024	ENSG00000088826
ENSOCUG00000008033	ENSG00000177370
ENSOCUG00000008037	ENSG00000138640
ENSOCUG00000008043	ENSG00000187672
ENSOCUG00000008044	ENSG00000198876
ENSOCUG00000008045	ENSG00000074356
ENSOCUG00000008047	ENSG00000175267
ENSOCUG00000008050	ENSG00000104408
ENSOCUG00000008051	ENSG00000112290
ENSOCUG00000008055	ENSG00000124370
ENSOCUG00000008056	ENSG00000157978
ENSOCUG00000008062	ENSG00000138443
ENSOCUG00000008064	ENSG00000186439
ENSOCUG00000008065	ENSG00000158747
ENSOCUG00000008066	ENSG00000184544
ENSOCUG00000008067	ENSG00000103319
ENSOCUG00000008068	ENSG00000114200
ENSOCUG00000008071	ENSG00000101439
ENSOCUG00000008072	ENSG00000168818
ENSOCUG00000008073	ENSG00000058600
ENSOCUG00000008074	ENSG00000038274
ENSOCUG00000008077	ENSG00000051341
ENSOCUG00000008078	ENSG00000090054
ENSOCUG00000008079	ENSG00000188389
ENSOCUG00000008083	ENSG00000119596
ENSOCUG00000008089	ENSG00000111912
ENSOCUG00000008090	ENSG00000150990
ENSOCUG00000008092	ENSG00000162390
ENSOCUG00000008094	ENSG00000165102
ENSOCUG00000008095	ENSG00000107020
ENSOCUG00000008096	ENSG00000141425
ENSOCUG00000008102	ENSG00000170873
ENSOCUG00000008106	ENSG00000040731
ENSOCUG00000008110	ENSG00000138629
ENSOCUG00000008118	ENSG00000187123
ENSOCUG00000008124	ENSG00000168288
ENSOCUG00000008127	ENSG00000122786
ENSOCUG00000008130	ENSG00000116209
ENSOCUG00000008132	ENSG00000105438
ENSOCUG00000008133	ENSG00000105968
ENSOCUG00000008135	ENSG00000143614
ENSOCUG00000008136	ENSG00000116205
ENSOCUG00000008137	ENSG00000171843
ENSOCUG00000008140	ENSG00000137941
ENSOCUG00000008142	ENSG00000148737
ENSOCUG00000008144	ENSG00000159685
ENSOCUG00000008145	ENSG00000119953
ENSOCUG00000008146	ENSG00000114113
ENSOCUG00000008148	ENSG00000075391
ENSOCUG00000008149	ENSG00000178802
ENSOCUG00000008150	ENSG00000139726
ENSOCUG00000008151	ENSG00000145241
ENSOCUG00000008152	ENSG00000141013
ENSOCUG00000008153	ENSG00000162510
ENSOCUG00000008157	ENSG00000035720
ENSOCUG00000008160	ENSG00000135248
ENSOCUG00000008161	ENSG00000120158
ENSOCUG00000008165	ENSG00000066855
ENSOCUG00000008169	ENSG00000144744
ENSOCUG00000008171	ENSG00000163902
ENSOCUG00000008174	ENSG00000138134
ENSOCUG00000008175	ENSG00000205268
ENSOCUG00000008176	ENSG00000010292
ENSOCUG00000008177	ENSG00000257335
ENSOCUG00000008178	ENSG00000187021
ENSOCUG00000008180	ENSG00000071054
ENSOCUG00000008181	ENSG00000109472
ENSOCUG00000008182	ENSG00000128596
ENSOCUG00000008184	ENSG00000144746
ENSOCUG00000008187	ENSG00000108666
ENSOCUG00000008188	ENSG00000163380
ENSOCUG00000008191	ENSG00000094755
ENSOCUG00000008193	ENSG00000107796
ENSOCUG00000008195	ENSG00000010244
ENSOCUG00000008200	ENSG00000132965
ENSOCUG00000008202	ENSG00000026103
ENSOCUG00000008204	ENSG00000057252
ENSOCUG00000008205	ENSG00000140612
ENSOCUG00000008211	ENSG00000078246
ENSOCUG00000008212	ENSG00000067334
ENSOCUG00000008215	ENSG00000111642
ENSOCUG00000008215	ENSG00000285238
ENSOCUG00000008219	ENSG00000139323
ENSOCUG00000008220	ENSG00000162849
ENSOCUG00000008221	ENSG00000198900
ENSOCUG00000008224	ENSG00000180370
ENSOCUG00000008225	ENSG00000147592
ENSOCUG00000008226	ENSG00000138829
ENSOCUG00000008227	ENSG00000114978
ENSOCUG00000008229	ENSG00000185420
ENSOCUG00000008231	ENSG00000124181
ENSOCUG00000008239	ENSG00000102547
ENSOCUG00000008240	ENSG00000138835
ENSOCUG00000008241	ENSG00000130711
ENSOCUG00000008243	ENSG00000164109
ENSOCUG00000008246	ENSG00000144290
ENSOCUG00000008247	ENSG00000076554
ENSOCUG00000008247	ENSG00000276418
ENSOCUG00000008250	ENSG00000152700
ENSOCUG00000008251	ENSG00000105576
ENSOCUG00000008253	ENSG00000003436
ENSOCUG00000008255	ENSG00000100162
ENSOCUG00000008261	ENSG00000101888
ENSOCUG00000008262	ENSG00000109618
ENSOCUG00000008263	ENSG00000147041
ENSOCUG00000008264	ENSG00000123144
ENSOCUG00000008265	ENSG00000163788
ENSOCUG00000008267	ENSG00000186377
ENSOCUG00000008274	ENSG00000117707
ENSOCUG00000008275	ENSG00000160746
ENSOCUG00000008277	ENSG00000137942
ENSOCUG00000008280	ENSG00000100220
ENSOCUG00000008284	ENSG00000164615
ENSOCUG00000008285	ENSG00000172260
ENSOCUG00000008294	ENSG00000114638
ENSOCUG00000008298	ENSG00000146267
ENSOCUG00000008303	ENSG00000262406
ENSOCUG00000008305	ENSG00000139610
ENSOCUG00000008307	ENSG00000158477
ENSOCUG00000008310	ENSG00000100234
ENSOCUG00000008311	ENSG00000064225
ENSOCUG00000008312	ENSG00000104435
ENSOCUG00000008316	ENSG00000128578
ENSOCUG00000008318	ENSG00000057019
ENSOCUG00000008319	ENSG00000206107
ENSOCUG00000008322	ENSG00000102048
ENSOCUG00000008328	ENSG00000064102
ENSOCUG00000008329	ENSG00000145808
ENSOCUG00000008336	ENSG00000156304
ENSOCUG00000008338	ENSG00000125735
ENSOCUG00000008341	ENSG00000147576
ENSOCUG00000008341	ENSG00000285655
ENSOCUG00000008341	ENSG00000285791
ENSOCUG00000008344	ENSG00000064115
ENSOCUG00000008355	ENSG00000100299
ENSOCUG00000008356	ENSG00000127472
ENSOCUG00000008358	ENSG00000157782
ENSOCUG00000008361	ENSG00000170606
ENSOCUG00000008362	ENSG00000112983
ENSOCUG00000008363	ENSG00000155975
ENSOCUG00000008367	ENSG00000110917
ENSOCUG00000008371	ENSG00000147123
ENSOCUG00000008372	ENSG00000003987
ENSOCUG00000008373	ENSG00000106299
ENSOCUG00000008376	ENSG00000130985
ENSOCUG00000008379	ENSG00000122971
ENSOCUG00000008382	ENSG00000094880
ENSOCUG00000008385	ENSG00000123080
ENSOCUG00000008386	ENSG00000135346
ENSOCUG00000008391	ENSG00000146013
ENSOCUG00000008393	ENSG00000141447
ENSOCUG00000008395	ENSG00000089220
ENSOCUG00000008397	ENSG00000136943
ENSOCUG00000008399	ENSG00000158402
ENSOCUG00000008401	ENSG00000168447
ENSOCUG00000008406	ENSG00000176915
ENSOCUG00000008410	ENSG00000120709
ENSOCUG00000008411	ENSG00000168434
ENSOCUG00000008418	ENSG00000139044
ENSOCUG00000008419	ENSG00000174032
ENSOCUG00000008420	ENSG00000167363
ENSOCUG00000008421	ENSG00000120733
ENSOCUG00000008424	ENSG00000156298
ENSOCUG00000008424	ENSG00000250349
ENSOCUG00000008426	ENSG00000103365
ENSOCUG00000008431	ENSG00000181220
ENSOCUG00000008433	ENSG00000132563
ENSOCUG00000008439	ENSG00000120738
ENSOCUG00000008440	ENSG00000109670
ENSOCUG00000008444	ENSG00000103353
ENSOCUG00000008445	ENSG00000180745
ENSOCUG00000008450	ENSG00000169062
ENSOCUG00000008454	ENSG00000154240
ENSOCUG00000008455	ENSG00000163479
ENSOCUG00000008457	ENSG00000004779
ENSOCUG00000008461	ENSG00000083093
ENSOCUG00000008462	ENSG00000141198
ENSOCUG00000008464	ENSG00000138669
ENSOCUG00000008469	ENSG00000079931
ENSOCUG00000008473	ENSG00000166260
ENSOCUG00000008476	ENSG00000166851
ENSOCUG00000008478	ENSG00000166263
ENSOCUG00000008486	ENSG00000146352
ENSOCUG00000008491	ENSG00000135269
ENSOCUG00000008496	ENSG00000112964
ENSOCUG00000008498	ENSG00000007001
ENSOCUG00000008499	ENSG00000070193
ENSOCUG00000008500	ENSG00000120251
ENSOCUG00000008501	ENSG00000165568
ENSOCUG00000008504	ENSG00000161649
ENSOCUG00000008509	ENSG00000152520
ENSOCUG00000008511	ENSG00000188032
ENSOCUG00000008513	ENSG00000176658
ENSOCUG00000008514	ENSG00000145348
ENSOCUG00000008515	ENSG00000103066
ENSOCUG00000008518	ENSG00000148672
ENSOCUG00000008518	ENSG00000182890
ENSOCUG00000008523	ENSG00000102755
ENSOCUG00000008527	ENSG00000119446
ENSOCUG00000008530	ENSG00000148187
ENSOCUG00000008531	ENSG00000130948
ENSOCUG00000008533	ENSG00000244115
ENSOCUG00000008534	ENSG00000138346
ENSOCUG00000008540	ENSG00000130958
ENSOCUG00000008540	ENSG00000285269
ENSOCUG00000008544	ENSG00000160710
ENSOCUG00000008545	ENSG00000048392
ENSOCUG00000008549	ENSG00000104517
ENSOCUG00000008553	ENSG00000106772
ENSOCUG00000008555	ENSG00000225190
ENSOCUG00000008556	ENSG00000138386
ENSOCUG00000008557	ENSG00000078295
ENSOCUG00000008559	ENSG00000258644
ENSOCUG00000008560	ENSG00000129521
ENSOCUG00000008561	ENSG00000115457
ENSOCUG00000008565	ENSG00000173692
ENSOCUG00000008567	ENSG00000196712
ENSOCUG00000008568	ENSG00000206560
ENSOCUG00000008570	ENSG00000141349
ENSOCUG00000008572	ENSG00000157110
ENSOCUG00000008574	ENSG00000108840
ENSOCUG00000008579	ENSG00000143494
ENSOCUG00000008580	ENSG00000072756
ENSOCUG00000008581	ENSG00000166446
ENSOCUG00000008583	ENSG00000197705
ENSOCUG00000008585	ENSG00000174606
ENSOCUG00000008587	ENSG00000117586
ENSOCUG00000008592	ENSG00000101444
