A1BG	ENSG00000121410	ENST00000263100
FHL1	ENSG00000022267	ENST00000652745
FHL1	ENSG00000022267	ENST00000628568
FHL1	ENSG00000022267	ENST00000652457
FHL1	ENSG00000022267	ENST00000628032
FHL1	ENSG00000022267	ENST00000628443
FHL1	ENSG00000022267	ENST00000539015
FHL1	ENSG00000022267	ENST00000370683
FHL1	ENSG00000022267	ENST00000630084
FHL1	ENSG00000022267	ENST00000628919
FHL2	ENSG00000115641	ENST00000344213
FHL2	ENSG00000115641	ENST00000447958
FHL2	ENSG00000115641	ENST00000409177
FHL2	ENSG00000115641	ENST00000452732
FHL2	ENSG00000115641	ENST00000393352
FHL2	ENSG00000115641	ENST00000409807
FHL2	ENSG00000115641	ENST00000408995
FHL2	ENSG00000115641	ENST00000322142
FHL2	ENSG00000115641	ENST00000607522
FHL2	ENSG00000115641	ENST00000530340
FHL2	ENSG00000115641	ENST00000393353
FHL3	ENSG00000183386	ENST00000373016
FHL5	ENSG00000112214	ENST00000326771
FHL5	ENSG00000112214	ENST00000450218
FHL5	ENSG00000112214	ENST00000541107
FHOD1	ENSG00000135723	ENST00000567509
FHOD1	ENSG00000135723	ENST00000567561
FHOD1	ENSG00000135723	ENST00000568595
FHOD1	ENSG00000135723	ENST00000258201
FHOD1	ENSG00000135723	ENST00000561922
FHOD3	ENSG00000134775	ENST00000592128
FHOD3	ENSG00000134775	ENST00000590592
FHOD3	ENSG00000134775	ENST00000585579
FHOD3	ENSG00000134775	ENST00000592930
FHOD3	ENSG00000134775	ENST00000591635
FHOD3	ENSG00000134775	ENST00000257209
FHOD3	ENSG00000134775	ENST00000359247
FIBCD1	ENSG00000130720	ENST00000372337
FIBCD1	ENSG00000130720	ENST00000448616
FIBCD1	ENSG00000130720	ENST00000372338
FIBCD1	ENSG00000130720	ENST00000444139
FIBIN	ENSG00000176971	ENST00000318627
FIBP	ENSG00000172500	ENST00000338369
FIBP	ENSG00000172500	ENST00000533045
FIBP	ENSG00000172500	ENST00000531115
FIBP	ENSG00000172500	ENST00000533037
FIBP	ENSG00000172500	ENST00000357519
FIBP	ENSG00000172500	ENST00000532229
FICD	ENSG00000198855	ENST00000549641
FICD	ENSG00000198855	ENST00000361549
FICD	ENSG00000198855	ENST00000552695
FICD	ENSG00000198855	ENST00000552758
FIG4	ENSG00000112367	ENST00000675311
FIG4	ENSG00000112367	ENST00000675122
FIG4	ENSG00000112367	ENST00000674744
FIG4	ENSG00000112367	ENST00000675879
FIG4	ENSG00000112367	ENST00000675831
FIG4	ENSG00000112367	ENST00000676037
FIG4	ENSG00000112367	ENST00000415980
FIG4	ENSG00000112367	ENST00000674933
FIG4	ENSG00000112367	ENST00000674930
FIG4	ENSG00000112367	ENST00000454215
FIG4	ENSG00000112367	ENST00000230124
FIG4	ENSG00000112367	ENST00000674956
FIG4	ENSG00000112367	ENST00000674557
FIG4	ENSG00000112367	ENST00000674657
FIG4	ENSG00000112367	ENST00000675606
FIG4	ENSG00000112367	ENST00000675726
FIG4	ENSG00000112367	ENST00000675284
FIG4	ENSG00000112367	ENST00000675009
FIG4	ENSG00000112367	ENST00000675004
FIG4	ENSG00000112367	ENST00000674571
FIG4	ENSG00000112367	ENST00000676435
FIG4	ENSG00000112367	ENST00000675552
FIG4	ENSG00000112367	ENST00000674575
FIG4	ENSG00000112367	ENST00000675681
FIG4	ENSG00000112367	ENST00000674778
FIG4	ENSG00000112367	ENST00000674884
FIG4	ENSG00000112367	ENST00000674649
FIG4	ENSG00000112367	ENST00000676021
FIG4	ENSG00000112367	ENST00000675991
FIG4	ENSG00000112367	ENST00000675973
FIG4	ENSG00000112367	ENST00000368941
FIG4	ENSG00000112367	ENST00000675714
FIG4	ENSG00000112367	ENST00000675096
FIG4	ENSG00000112367	ENST00000675844
FIG4	ENSG00000112367	ENST00000674783
FIG4	ENSG00000112367	ENST00000675153
FIG4	ENSG00000112367	ENST00000675523
FIG4	ENSG00000112367	ENST00000675887
FIG4	ENSG00000112367	ENST00000674644
FIG4	ENSG00000112367	ENST00000676442
FIG4	ENSG00000112367	ENST00000675994
FIG4	ENSG00000112367	ENST00000674569
FIGLA	ENSG00000183733	ENST00000332372
FIGN	ENSG00000182263	ENST00000333129
FIGN	ENSG00000182263	ENST00000409634
FIGNL1	ENSG00000132436	ENST00000422854
FIGNL1	ENSG00000132436	ENST00000419119
FIGNL1	ENSG00000132436	ENST00000611938
FIGNL1	ENSG00000132436	ENST00000436590
FIGNL1	ENSG00000132436	ENST00000433017
FIGNL1	ENSG00000132436	ENST00000395556
FIGNL1	ENSG00000132436	ENST00000440350
FIGNL1	ENSG00000132436	ENST00000420829
FIGNL1	ENSG00000132436	ENST00000615084
FIGNL2	ENSG00000261308	ENST00000618634
FILIP1	ENSG00000118407	ENST00000370020
FILIP1	ENSG00000118407	ENST00000237172
FILIP1	ENSG00000118407	ENST00000393004
FILIP1L	ENSG00000168386	ENST00000487087
FILIP1L	ENSG00000168386	ENST00000398326
FILIP1L	ENSG00000168386	ENST00000331335
FILIP1L	ENSG00000168386	ENST00000383694
FILIP1L	ENSG00000168386	ENST00000354552
FILIP1L	ENSG00000168386	ENST00000495625
FILIP1L	ENSG00000168386	ENST00000471562
FIP1L1	ENSG00000145216	ENST00000337488
FIP1L1	ENSG00000145216	ENST00000504094
FIP1L1	ENSG00000145216	ENST00000306932
FIP1L1	ENSG00000145216	ENST00000358575
FIP1L1	ENSG00000145216	ENST00000514543
FIP1L1	ENSG00000145216	ENST00000507922
FIS1	ENSG00000214253	ENST00000474120
FIS1	ENSG00000214253	ENST00000442303
FIS1	ENSG00000214253	ENST00000435848
FIS1	ENSG00000214253	ENST00000223136
FIS1	ENSG00000214253	ENST00000473527
FITM1	ENSG00000139914	ENST00000559294
FITM1	ENSG00000139914	ENST00000267426
FITM2	ENSG00000197296	ENST00000396825
FIZ1	ENSG00000179943	ENST00000221665
FIZ1	ENSG00000179943	ENST00000587414
FIZ1	ENSG00000179943	ENST00000592585
FJX1	ENSG00000179431	ENST00000317811
FKBP10	ENSG00000141756	ENST00000429461
FKBP10	ENSG00000141756	ENST00000321562
FKBP10	ENSG00000141756	ENST00000455106
FKBP11	ENSG00000134285	ENST00000550765
FKBP11	ENSG00000134285	ENST00000547789
FKBP11	ENSG00000134285	ENST00000546847
FKBP11	ENSG00000134285	ENST00000256680
FKBP11	ENSG00000134285	ENST00000444214
FKBP11	ENSG00000134285	ENST00000552878
FKBP11	ENSG00000134285	ENST00000453172
FKBP14	ENSG00000106080	ENST00000222803
FKBP14	ENSG00000106080	ENST00000419018
FKBP14	ENSG00000106080	ENST00000412494
FKBP15	ENSG00000119321	ENST00000685945
FKBP15	ENSG00000119321	ENST00000689059
FKBP15	ENSG00000119321	ENST00000690399
FKBP15	ENSG00000119321	ENST00000690630
FKBP15	ENSG00000119321	ENST00000691917
FKBP15	ENSG00000119321	ENST00000691776
FKBP15	ENSG00000119321	ENST00000686727
FKBP15	ENSG00000119321	ENST00000688949
FKBP15	ENSG00000119321	ENST00000238256
FKBP15	ENSG00000119321	ENST00000687395
FKBP15	ENSG00000119321	ENST00000446284
FKBP15	ENSG00000119321	ENST00000688113
FKBP15	ENSG00000119321	ENST00000693271
FKBP15	ENSG00000119321	ENST00000693409
FKBP15	ENSG00000119321	ENST00000685068
FKBP15	ENSG00000119321	ENST00000414250
FKBP1A	ENSG00000088832	ENST00000677335
FKBP1A	ENSG00000088832	ENST00000612074
FKBP1A	ENSG00000088832	ENST00000381715
FKBP1A	ENSG00000088832	ENST00000381719
FKBP1A	ENSG00000088832	ENST00000618612
FKBP1A	ENSG00000088832	ENST00000678136
FKBP1A	ENSG00000088832	ENST00000677533
FKBP1A	ENSG00000088832	ENST00000400137
FKBP1A	ENSG00000088832	ENST00000678408
FKBP1A	ENSG00000088832	ENST00000381724
FKBP1A	ENSG00000088832	ENST00000439640
FKBP1A	ENSG00000088832	ENST00000614856
FKBP1B	ENSG00000119782	ENST00000452109
FKBP1B	ENSG00000119782	ENST00000421839
FKBP1B	ENSG00000119782	ENST00000380991
FKBP1B	ENSG00000119782	ENST00000438630
FKBP1B	ENSG00000119782	ENST00000380986
FKBP1C	ENSG00000198225	ENST00000370659
FKBP2	ENSG00000173486	ENST00000535135
FKBP2	ENSG00000173486	ENST00000652094
FKBP2	ENSG00000173486	ENST00000309366
FKBP3	ENSG00000100442	ENST00000396062
FKBP3	ENSG00000100442	ENST00000216330
FKBP3	ENSG00000100442	ENST00000557324
FKBP4	ENSG00000004478	ENST00000539181
FKBP4	ENSG00000004478	ENST00000543769
FKBP4	ENSG00000004478	ENST00000001008
FKBP4	ENSG00000004478	ENST00000538622
FKBP5	ENSG00000096060	ENST00000357266
FKBP5	ENSG00000096060	ENST00000542713
FKBP5	ENSG00000096060	ENST00000539068
FKBP5	ENSG00000096060	ENST00000536438
FKBP6	ENSG00000077800	ENST00000413573
FKBP6	ENSG00000077800	ENST00000252037
FKBP6	ENSG00000077800	ENST00000445032
FKBP6	ENSG00000077800	ENST00000431982
FKBP6	ENSG00000077800	ENST00000429879
FKBP6	ENSG00000077800	ENST00000442793
FKBP7	ENSG00000079150	ENST00000464248
FKBP7	ENSG00000079150	ENST00000419184
FKBP7	ENSG00000079150	ENST00000692292
FKBP7	ENSG00000079150	ENST00000470945
FKBP7	ENSG00000079150	ENST00000412612
FKBP7	ENSG00000079150	ENST00000685403
FKBP7	ENSG00000079150	ENST00000691082
FKBP7	ENSG00000079150	ENST00000233092
FKBP7	ENSG00000079150	ENST00000435079
FKBP7	ENSG00000079150	ENST00000424785
FKBP8	ENSG00000105701	ENST00000606531
FKBP8	ENSG00000105701	ENST00000596015
FKBP8	ENSG00000105701	ENST00000597611
FKBP8	ENSG00000105701	ENST00000222308
FKBP8	ENSG00000105701	ENST00000544835
FKBP8	ENSG00000105701	ENST00000597547
FKBP8	ENSG00000105701	ENST00000596558
FKBP8	ENSG00000105701	ENST00000608443
FKBP9	ENSG00000122642	ENST00000242209
FKBP9	ENSG00000122642	ENST00000490776
FKBP9	ENSG00000122642	ENST00000538336
FKBPL	ENSG00000204315	ENST00000375156
FKRP	ENSG00000181027	ENST00000602250
FKRP	ENSG00000181027	ENST00000391909
FKTN	ENSG00000106692	ENST00000675232
FKTN	ENSG00000106692	ENST00000675695
FKTN	ENSG00000106692	ENST00000674767
FKTN	ENSG00000106692	ENST00000642952
FKTN	ENSG00000106692	ENST00000645933
FKTN	ENSG00000106692	ENST00000357998
FKTN	ENSG00000106692	ENST00000602526
FKTN	ENSG00000106692	ENST00000676310
FKTN	ENSG00000106692	ENST00000674633
FKTN	ENSG00000106692	ENST00000676192
FKTN	ENSG00000106692	ENST00000642644
FKTN	ENSG00000106692	ENST00000676371
FKTN	ENSG00000106692	ENST00000642177
FKTN	ENSG00000106692	ENST00000675668
FKTN	ENSG00000106692	ENST00000644273
FKTN	ENSG00000106692	ENST00000374705
FKTN	ENSG00000106692	ENST00000457847
FKTN	ENSG00000106692	ENST00000448551
FKTN	ENSG00000106692	ENST00000675736
FKTN	ENSG00000106692	ENST00000675443
FKTN	ENSG00000106692	ENST00000642537
FKTN	ENSG00000106692	ENST00000602661
FKTN	ENSG00000106692	ENST00000674563
FKTN	ENSG00000106692	ENST00000223528
FLACC1	ENSG00000155749	ENST00000439709
FLACC1	ENSG00000155749	ENST00000415745
FLACC1	ENSG00000155749	ENST00000392257
FLACC1	ENSG00000155749	ENST00000286190
FLACC1	ENSG00000155749	ENST00000418364
FLAD1	ENSG00000160688	ENST00000368428
FLAD1	ENSG00000160688	ENST00000295530
FLAD1	ENSG00000160688	ENST00000368431
FLAD1	ENSG00000160688	ENST00000368433
FLAD1	ENSG00000160688	ENST00000368432
FLAD1	ENSG00000160688	ENST00000315144
FLAD1	ENSG00000160688	ENST00000292180
FLCN	ENSG00000154803	ENST00000461699
FLCN	ENSG00000154803	ENST00000285071
FLG	ENSG00000143631	ENST00000368799
FLG2	ENSG00000143520	ENST00000388718
FLI1	ENSG00000151702	ENST00000527786
FLI1	ENSG00000151702	ENST00000608303
FLI1	ENSG00000151702	ENST00000696982
FLI1	ENSG00000151702	ENST00000534087
FLI1	ENSG00000151702	ENST00000527767
FLI1	ENSG00000151702	ENST00000429175
FLI1	ENSG00000151702	ENST00000344954
FLII	ENSG00000177731	ENST00000327031
FLII	ENSG00000177731	ENST00000579294
FLII	ENSG00000177731	ENST00000577398
FLII	ENSG00000177731	ENST00000577626
FLII	ENSG00000177731	ENST00000473425
FLII	ENSG00000177731	ENST00000578101
FLII	ENSG00000177731	ENST00000578558
FLII	ENSG00000177731	ENST00000581858
FLII	ENSG00000177731	ENST00000581349
FLNA	ENSG00000196924	ENST00000420627
FLNA	ENSG00000196924	ENST00000673639
FLNA	ENSG00000196924	ENST00000422373
FLNA	ENSG00000196924	ENST00000415241
FLNA	ENSG00000196924	ENST00000676696
FLNA	ENSG00000196924	ENST00000610817
FLNA	ENSG00000196924	ENST00000369850
FLNA	ENSG00000196924	ENST00000360319
FLNA	ENSG00000196924	ENST00000369856
FLNB	ENSG00000136068	ENST00000682871
FLNB	ENSG00000136068	ENST00000493452
FLNB	ENSG00000136068	ENST00000429972
FLNB	ENSG00000136068	ENST00000684607
FLNB	ENSG00000136068	ENST00000684506
FLNB	ENSG00000136068	ENST00000684107
FLNB	ENSG00000136068	ENST00000358537
FLNB	ENSG00000136068	ENST00000295956
FLNB	ENSG00000136068	ENST00000682097
FLNB	ENSG00000136068	ENST00000684517
FLNB	ENSG00000136068	ENST00000470231
FLNB	ENSG00000136068	ENST00000490882
FLNC	ENSG00000128591	ENST00000346177
FLNC	ENSG00000128591	ENST00000325888
FLOT1	ENSG00000137312	ENST00000376389
FLOT2	ENSG00000132589	ENST00000586827
FLOT2	ENSG00000132589	ENST00000585169
FLOT2	ENSG00000132589	ENST00000394908
FLOT2	ENSG00000132589	ENST00000394906
FLOT2	ENSG00000132589	ENST00000580805
FLRT1	ENSG00000126500	ENST00000682287
FLRT1	ENSG00000126500	ENST00000246841
FLRT2	ENSG00000185070	ENST00000682132
FLRT2	ENSG00000185070	ENST00000684303
FLRT2	ENSG00000185070	ENST00000330753
FLRT2	ENSG00000185070	ENST00000683129
FLRT3	ENSG00000125848	ENST00000341420
FLRT3	ENSG00000125848	ENST00000378053
FLT1	ENSG00000102755	ENST00000543394
FLT1	ENSG00000102755	ENST00000541932
FLT1	ENSG00000102755	ENST00000639477
FLT1	ENSG00000102755	ENST00000282397
FLT1	ENSG00000102755	ENST00000617835
FLT1	ENSG00000102755	ENST00000540678
FLT1	ENSG00000102755	ENST00000615611
FLT1	ENSG00000102755	ENST00000615840
FLT3	ENSG00000122025	ENST00000241453
FLT3	ENSG00000122025	ENST00000380987
FLT3LG	ENSG00000090554	ENST00000204637
FLT3LG	ENSG00000090554	ENST00000600084
FLT3LG	ENSG00000090554	ENST00000601800
FLT3LG	ENSG00000090554	ENST00000594009
FLT3LG	ENSG00000090554	ENST00000600429
FLT3LG	ENSG00000090554	ENST00000597914
FLT3LG	ENSG00000090554	ENST00000596435
FLT3LG	ENSG00000090554	ENST00000595510
FLT3LG	ENSG00000090554	ENST00000597551
FLT3LG	ENSG00000090554	ENST00000598555
FLT4	ENSG00000037280	ENST00000512795
FLT4	ENSG00000037280	ENST00000502649
FLT4	ENSG00000037280	ENST00000619105
FLT4	ENSG00000037280	ENST00000261937
FLVCR1	ENSG00000162769	ENST00000419102
FLVCR1	ENSG00000162769	ENST00000366971
FLVCR2	ENSG00000119686	ENST00000553341
FLVCR2	ENSG00000119686	ENST00000539311
FLVCR2	ENSG00000119686	ENST00000553587
FLVCR2	ENSG00000119686	ENST00000555058
FLVCR2	ENSG00000119686	ENST00000238667
FLYWCH1	ENSG00000059122	ENST00000573564
FLYWCH1	ENSG00000059122	ENST00000575679
FLYWCH1	ENSG00000059122	ENST00000344592
FLYWCH1	ENSG00000059122	ENST00000253928
FLYWCH1	ENSG00000059122	ENST00000571983
FLYWCH1	ENSG00000059122	ENST00000573525
FLYWCH2	ENSG00000162076	ENST00000293981
FLYWCH2	ENSG00000162076	ENST00000572006
FLYWCH2	ENSG00000162076	ENST00000573965
FMC1	ENSG00000164898	ENST00000297534
FMC1-LUC7L2	ENSG00000269955	ENST00000541515
FMN1	ENSG00000248905	ENST00000558711
FMN1	ENSG00000248905	ENST00000334528
FMN1	ENSG00000248905	ENST00000559610
FMN1	ENSG00000248905	ENST00000320930
FMN1	ENSG00000248905	ENST00000561249
FMN1	ENSG00000248905	ENST00000558197
FMN1	ENSG00000248905	ENST00000560317
FMN1	ENSG00000248905	ENST00000616417
FMN2	ENSG00000155816	ENST00000447095
FMN2	ENSG00000155816	ENST00000441342
FMN2	ENSG00000155816	ENST00000681210
FMN2	ENSG00000155816	ENST00000681805
FMN2	ENSG00000155816	ENST00000681824
FMN2	ENSG00000155816	ENST00000319653
FMN2	ENSG00000155816	ENST00000681131
FMN2	ENSG00000155816	ENST00000679980
FMNL1	ENSG00000184922	ENST00000586643
FMNL1	ENSG00000184922	ENST00000587489
FMNL1	ENSG00000184922	ENST00000331495
FMNL1	ENSG00000184922	ENST00000589911
FMNL2	ENSG00000157827	ENST00000475377
FMNL2	ENSG00000157827	ENST00000288670
FMNL3	ENSG00000161791	ENST00000550424
FMNL3	ENSG00000161791	ENST00000550488
FMNL3	ENSG00000161791	ENST00000335154
FMO1	ENSG00000010932	ENST00000354841
FMO1	ENSG00000010932	ENST00000367750
FMO1	ENSG00000010932	ENST00000469112
FMO1	ENSG00000010932	ENST00000402921
FMO1	ENSG00000010932	ENST00000617670
FMO2	ENSG00000094963	ENST00000529935
FMO2	ENSG00000094963	ENST00000209929
FMO3	ENSG00000007933	ENST00000479749
FMO3	ENSG00000007933	ENST00000367755
FMO4	ENSG00000076258	ENST00000367749
FMO5	ENSG00000131781	ENST00000533848
FMO5	ENSG00000131781	ENST00000533174
FMO5	ENSG00000131781	ENST00000369272
FMO5	ENSG00000131781	ENST00000441068
FMOD	ENSG00000122176	ENST00000354955
FMOD	ENSG00000122176	ENST00000647586
FMR1	ENSG00000102081	ENST00000691214
FMR1	ENSG00000102081	ENST00000218200
FMR1	ENSG00000102081	ENST00000685491
FMR1	ENSG00000102081	ENST00000693452
FMR1	ENSG00000102081	ENST00000334557
FMR1	ENSG00000102081	ENST00000693512
FMR1	ENSG00000102081	ENST00000621447
FMR1	ENSG00000102081	ENST00000370470
FMR1	ENSG00000102081	ENST00000370471
FMR1	ENSG00000102081	ENST00000370475
FMR1	ENSG00000102081	ENST00000370477
FMR1	ENSG00000102081	ENST00000687593
FMR1	ENSG00000102081	ENST00000691111
FMR1	ENSG00000102081	ENST00000621987
FMR1	ENSG00000102081	ENST00000692108
FMR1	ENSG00000102081	ENST00000439526
FMR1	ENSG00000102081	ENST00000690137
FMR1	ENSG00000102081	ENST00000475038
FMR1	ENSG00000102081	ENST00000616614
FMR1	ENSG00000102081	ENST00000692091
FMR1	ENSG00000102081	ENST00000686086
FMR1	ENSG00000102081	ENST00000689517
FMR1	ENSG00000102081	ENST00000621453
FMR1	ENSG00000102081	ENST00000440235
FMR1	ENSG00000102081	ENST00000616382
FMR1	ENSG00000102081	ENST00000690216
FMR1	ENSG00000102081	ENST00000495717
FMR1NB	ENSG00000176988	ENST00000370467
FMR1NB	ENSG00000176988	ENST00000489034
FN1	ENSG00000115414	ENST00000323926
FN1	ENSG00000115414	ENST00000456923
FN1	ENSG00000115414	ENST00000354785
FN1	ENSG00000115414	ENST00000336916
FN1	ENSG00000115414	ENST00000359671
FN1	ENSG00000115414	ENST00000356005
FN1	ENSG00000115414	ENST00000432072
FN1	ENSG00000115414	ENST00000421182
FN1	ENSG00000115414	ENST00000446046
FN1	ENSG00000115414	ENST00000443816
FN1	ENSG00000115414	ENST00000426059
FN1	ENSG00000115414	ENST00000357867
FN3K	ENSG00000167363	ENST00000300784
FN3KRP	ENSG00000141560	ENST00000574832
FN3KRP	ENSG00000141560	ENST00000269373
FN3KRP	ENSG00000141560	ENST00000577128
FN3KRP	ENSG00000141560	ENST00000574206
FN3KRP	ENSG00000141560	ENST00000573158
FNBP1	ENSG00000187239	ENST00000443566
FNBP1	ENSG00000187239	ENST00000446176
FNBP1	ENSG00000187239	ENST00000699492
FNBP1	ENSG00000187239	ENST00000355681
FNBP1	ENSG00000187239	ENST00000449089
FNBP1	ENSG00000187239	ENST00000420781
FNBP1L	ENSG00000137942	ENST00000260506
FNBP1L	ENSG00000137942	ENST00000424449
FNBP1L	ENSG00000137942	ENST00000271234
FNBP1L	ENSG00000137942	ENST00000370253
FNBP4	ENSG00000109920	ENST00000263773
FNDC1	ENSG00000164694	ENST00000297267
FNDC1	ENSG00000164694	ENST00000329629
FNDC10	ENSG00000228594	ENST00000422725
FNDC11	ENSG00000125531	ENST00000611891
FNDC11	ENSG00000125531	ENST00000370098
FNDC11	ENSG00000125531	ENST00000370097
FNDC3A	ENSG00000102531	ENST00000541916
FNDC3A	ENSG00000102531	ENST00000484074
FNDC3A	ENSG00000102531	ENST00000497644
FNDC3A	ENSG00000102531	ENST00000492622
FNDC3A	ENSG00000102531	ENST00000378383
FNDC3A	ENSG00000102531	ENST00000398316
FNDC3B	ENSG00000075420	ENST00000421757
FNDC3B	ENSG00000075420	ENST00000423424
FNDC3B	ENSG00000075420	ENST00000336824
FNDC3B	ENSG00000075420	ENST00000415807
FNDC3B	ENSG00000075420	ENST00000443501
FNDC4	ENSG00000115226	ENST00000264703
FNDC5	ENSG00000160097	ENST00000649537
FNDC5	ENSG00000160097	ENST00000496770
FNDC5	ENSG00000160097	ENST00000373471
FNDC7	ENSG00000143107	ENST00000370017
FNDC7	ENSG00000143107	ENST00000445274
FNDC8	ENSG00000073598	ENST00000158009
FNDC9	ENSG00000172568	ENST00000312349
FNIP1	ENSG00000217128	ENST00000307968
FNIP1	ENSG00000217128	ENST00000307954
FNIP1	ENSG00000217128	ENST00000510461
FNIP1	ENSG00000217128	ENST00000511848
FNIP2	ENSG00000052795	ENST00000264433
FNTA	ENSG00000168522	ENST00000302279
FNTA	ENSG00000168522	ENST00000525699
FNTA	ENSG00000168522	ENST00000533998
FNTA	ENSG00000168522	ENST00000526755
FNTA	ENSG00000168522	ENST00000533336
FNTB	ENSG00000257365	ENST00000246166
FOCAD	ENSG00000188352	ENST00000338382
FOCAD	ENSG00000188352	ENST00000380249
FOCAD	ENSG00000188352	ENST00000603648
FOLH1	ENSG00000086205	ENST00000529117
FOLH1	ENSG00000086205	ENST00000256999
FOLH1	ENSG00000086205	ENST00000533510
FOLH1	ENSG00000086205	ENST00000533034
FOLH1	ENSG00000086205	ENST00000529648
FOLH1	ENSG00000086205	ENST00000356696
FOLH1	ENSG00000086205	ENST00000340334
FOLR1	ENSG00000110195	ENST00000393676
FOLR1	ENSG00000110195	ENST00000393679
FOLR1	ENSG00000110195	ENST00000393681
FOLR1	ENSG00000110195	ENST00000675784
FOLR1	ENSG00000110195	ENST00000312293
FOLR2	ENSG00000165457	ENST00000541003
FOLR2	ENSG00000165457	ENST00000538353
FOLR2	ENSG00000165457	ENST00000449475
FOLR3	ENSG00000110203	ENST00000612844
FOLR3	ENSG00000110203	ENST00000546166
FOS	ENSG00000170345	ENST00000303562
FOS	ENSG00000170345	ENST00000555347
FOS	ENSG00000170345	ENST00000555242
FOS	ENSG00000170345	ENST00000535987
FOS	ENSG00000170345	ENST00000555672
FOS	ENSG00000170345	ENST00000555686
FOSB	ENSG00000125740	ENST00000592436
FOSB	ENSG00000125740	ENST00000353609
FOSB	ENSG00000125740	ENST00000590335
FOSB	ENSG00000125740	ENST00000417353
FOSB	ENSG00000125740	ENST00000589593
FOSB	ENSG00000125740	ENST00000592811
FOSB	ENSG00000125740	ENST00000586615
FOSB	ENSG00000125740	ENST00000585836
FOSB	ENSG00000125740	ENST00000591858
FOSL1	ENSG00000175592	ENST00000448083
FOSL1	ENSG00000175592	ENST00000531493
FOSL1	ENSG00000175592	ENST00000532401
FOSL1	ENSG00000175592	ENST00000312562
FOSL2	ENSG00000075426	ENST00000264716
FOSL2	ENSG00000075426	ENST00000379619
FOXA1	ENSG00000129514	ENST00000250448
FOXA1	ENSG00000129514	ENST00000553751
FOXA2	ENSG00000125798	ENST00000419308
FOXA2	ENSG00000125798	ENST00000377115
FOXA3	ENSG00000170608	ENST00000302177
FOXB1	ENSG00000171956	ENST00000396057
FOXC1	ENSG00000054598	ENST00000645831
FOXC2	ENSG00000176692	ENST00000649859
FOXD1	ENSG00000251493	ENST00000615637
FOXD2	ENSG00000186564	ENST00000334793
FOXD3	ENSG00000187140	ENST00000371116
FOXD4	ENSG00000170122	ENST00000382500
FOXD4L1	ENSG00000184492	ENST00000306507
FOXD4L3	ENSG00000187559	ENST00000342833
FOXD4L5	ENSG00000204779	ENST00000377420
FOXD4L6	ENSG00000273514	ENST00000622588
FOXE1	ENSG00000178919	ENST00000375123
FOXE3	ENSG00000186790	ENST00000335071
FOXF1	ENSG00000103241	ENST00000262426
FOXF2	ENSG00000137273	ENST00000645481
FOXG1	ENSG00000176165	ENST00000313071
FOXH1	ENSG00000160973	ENST00000377317
FOXI1	ENSG00000168269	ENST00000306268
FOXI1	ENSG00000168269	ENST00000449804
FOXI2	ENSG00000186766	ENST00000388920
FOXI3	ENSG00000214336	ENST00000428390
FOXJ1	ENSG00000129654	ENST00000322957
FOXJ2	ENSG00000065970	ENST00000428177
FOXJ2	ENSG00000065970	ENST00000162391
FOXJ3	ENSG00000198815	ENST00000361776
FOXJ3	ENSG00000198815	ENST00000445886
FOXJ3	ENSG00000198815	ENST00000422278
FOXJ3	ENSG00000198815	ENST00000454417
FOXJ3	ENSG00000198815	ENST00000545068
FOXJ3	ENSG00000198815	ENST00000361346
FOXJ3	ENSG00000198815	ENST00000372573
FOXK1	ENSG00000164916	ENST00000460979
FOXK1	ENSG00000164916	ENST00000328914
